path,start_line,end_line,kind,declared_purpose,actual_behavior,origin_alignment,utility,status,recommended_action,evidence
crates/beagle-tracing/src/lib.rs,246,272,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,273,273,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,274,280,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,281,285,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,286,286,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,287,300,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,301,360,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,361,370,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,371,376,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,377,384,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,385,385,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,386,388,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,389,390,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,391,391,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,392,417,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,418,419,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,420,420,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,421,442,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,443,444,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,core-term
crates/beagle-tracing/src/lib.rs,445,445,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,core-term
crates/beagle-tracing/src/lib.rs,446,466,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,467,478,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,479,486,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,487,487,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,488,521,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,522,525,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,526,529,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,530,533,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,534,537,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,538,542,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,543,543,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,544,551,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,552,555,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,556,568,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,569,588,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,589,606,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/lib.rs,607,620,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,1,13,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,14,14,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,15,22,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,23,31,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,32,40,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,41,50,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,51,51,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,52,87,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,88,124,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,125,161,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,162,205,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,206,258,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,259,281,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,282,313,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-tracing/src/sqlx_integration.rs,314,350,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
crates/beagle-transcend/Cargo.toml,1,5,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,drift-term
crates/beagle-transcend/Cargo.toml,6,11,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/Cargo.toml,12,16,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/Cargo.toml,17,20,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/Cargo.toml,21,23,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/Cargo.toml,24,30,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/Cargo.toml,31,35,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/Cargo.toml,36,40,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/Cargo.toml,41,45,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/Cargo.toml,46,50,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/Cargo.toml,51,54,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/Cargo.toml,55,58,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/Cargo.toml,59,61,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/Cargo.toml,62,65,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/Cargo.toml,66,71,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/Cargo.toml,72,79,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/README.md,1,2,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,drift-term
crates/beagle-transcend/README.md,3,6,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,drift-term
crates/beagle-transcend/README.md,7,8,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,path classification: stub
crates/beagle-transcend/README.md,9,18,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,drift-term
crates/beagle-transcend/README.md,19,27,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,path classification: stub
crates/beagle-transcend/README.md,28,36,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,drift-term
crates/beagle-transcend/README.md,37,44,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,path classification: stub
crates/beagle-transcend/README.md,45,54,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,path classification: stub
crates/beagle-transcend/README.md,55,97,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,drift-term
crates/beagle-transcend/README.md,98,106,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,path classification: stub
crates/beagle-transcend/README.md,107,118,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,drift-term
crates/beagle-transcend/README.md,119,120,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,path classification: stub
crates/beagle-transcend/README.md,121,128,stub,Apple cockpit/client surface.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,core-term
crates/beagle-transcend/README.md,129,135,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,drift-term
crates/beagle-transcend/README.md,136,137,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,path classification: stub
crates/beagle-transcend/README.md,138,139,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,path classification: stub
crates/beagle-transcend/README.md,140,142,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,drift-term
crates/beagle-transcend/README.md,143,145,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,drift-term
crates/beagle-transcend/README.md,146,150,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,path classification: stub
crates/beagle-transcend/README.md,151,156,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,drift-term
crates/beagle-transcend/README.md,157,159,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,path classification: stub
crates/beagle-transcend/README.md,160,162,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,path classification: stub
crates/beagle-transcend/README.md,163,165,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,path classification: stub
crates/beagle-transcend/README.md,166,171,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,drift-term
crates/beagle-transcend/README.md,172,180,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,drift-term
crates/beagle-transcend/README.md,181,184,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,path classification: stub
crates/beagle-transcend/README.md,185,192,stub,Repository support code/documentation.,Contains placeholder/mock/TODO/not-implemented signals; behavior cannot be trusted as complete.,low,do not trust; replace or delete,incomplete,Replace with real implementation or mark non-production.,stub/mock/TODO keyword; drift-term; completion-claim
crates/beagle-transcend/examples/transcend.rs,1,1,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,drift-term
crates/beagle-transcend/examples/transcend.rs,2,2,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/examples/transcend.rs,3,3,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,drift-term
crates/beagle-transcend/examples/transcend.rs,4,11,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,drift-term
crates/beagle-transcend/examples/transcend.rs,12,43,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,drift-term
crates/beagle-transcend/src/consciousness.rs,1,25,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,drift-term
crates/beagle-transcend/src/consciousness.rs,26,37,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,drift-term
crates/beagle-transcend/src/consciousness.rs,38,45,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,46,53,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,54,61,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,62,69,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,70,79,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,drift-term
crates/beagle-transcend/src/consciousness.rs,80,89,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,drift-term
crates/beagle-transcend/src/consciousness.rs,90,96,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,97,105,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,106,106,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,drift-term
crates/beagle-transcend/src/consciousness.rs,107,148,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,drift-term
crates/beagle-transcend/src/consciousness.rs,149,195,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,drift-term
crates/beagle-transcend/src/consciousness.rs,196,217,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,218,252,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,253,304,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,305,316,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,317,345,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,346,359,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,360,372,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,373,380,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,381,388,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
crates/beagle-transcend/src/consciousness.rs,389,405,scope-drift,Repository support code/documentation.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
